kd_store,section,kd_section,kd_variant,plano_group_final,category,subcategory_a,subcategory_b,period_flag,trans_a,trans_a_pm,trans_b,trans_b_pm,trans_ab,trans_ab_pm,avg_qty_a_when_pair,avg_qty_b_when_pair
TE50,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228E - STICK BISCUIT 110-350G,2228C - STICK BISCUIT 36-50G,AFTER,12,4.00,219,73.00,2,0.67,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228E - STICK BISCUIT 110-350G,2228D - STICK BISCUIT 51-100G,AFTER,12,4.00,48,16.00,1,0.33,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228I - STICK BISCUIT CUP,2228B - STICK BISCUIT 18-35G,AFTER,88,29.33,97,32.33,4,1.33,1.00,1.20
TE50,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228I - STICK BISCUIT CUP,2228C - STICK BISCUIT 36-50G,AFTER,88,29.33,219,73.00,8,2.67,1.30,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2323 - BAG CANDY,2323A - BAG CANDY,2323B - BAG CANDY GUMMY,AFTER,131,43.67,92,30.67,3,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2323 - BAG CANDY,2323B - BAG CANDY GUMMY,2323A - BAG CANDY,AFTER,92,30.67,131,43.67,3,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2331 - ENROBED CHOCOLATE,2331A - ENROBED CHOCOLATE 9-19G,2331B - ENROBED CHOCOLATE 20-45G,AFTER,23,7.67,177,59.00,2,0.67,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2331 - ENROBED CHOCOLATE,2331B - ENROBED CHOCOLATE 20-45G,2331A - ENROBED CHOCOLATE 9-19G,AFTER,177,59.00,23,7.67,2,0.67,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2331 - ENROBED CHOCOLATE,2331B - ENROBED CHOCOLATE 20-45G,2331C - ENROBED CHOCOLATE >50G,AFTER,177,59.00,73,24.33,2,0.67,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2331 - ENROBED CHOCOLATE,2331C - ENROBED CHOCOLATE >50G,2331B - ENROBED CHOCOLATE 20-45G,AFTER,73,24.33,177,59.00,2,0.67,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2333 - DRAGEES CHOCOLATE,2333A - DRAGEES CHOCOLATE 10-29G,2333B - DRAGEES CHOCOLATE 30-49G,AFTER,62,20.67,162,54.00,5,1.67,1.00,1.20
TE50,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2333 - DRAGEES CHOCOLATE,2333B - DRAGEES CHOCOLATE 30-49G,2333A - DRAGEES CHOCOLATE 10-29G,AFTER,162,54.00,62,20.67,5,1.67,1.20,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222B - COOKIES BISCUIT 40-60G,2222C - COOKIES BISCUIT 61-100G,BEFORE,142,71.00,152,76.00,8,4.00,1.00,1.55
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222B - COOKIES BISCUIT 40-60G,2222D - COOKIES BISCUIT 110-200G,BEFORE,142,71.00,137,68.50,4,2.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222B - COOKIES BISCUIT 40-60G,2222E - COOKIES BISCUIT 250-300G,BEFORE,142,71.00,85,42.50,2,1.00,1.33,1.67
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222B - COOKIES BISCUIT 40-60G,2222F - HEALTHY COOKIES BISCUIT,BEFORE,142,71.00,58,29.00,5,2.50,1.00,1.17
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222C - COOKIES BISCUIT 61-100G,2222B - COOKIES BISCUIT 40-60G,BEFORE,152,76.00,142,71.00,8,4.00,1.55,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222C - COOKIES BISCUIT 61-100G,2222D - COOKIES BISCUIT 110-200G,BEFORE,152,76.00,137,68.50,11,5.50,1.09,1.09
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222C - COOKIES BISCUIT 61-100G,2222E - COOKIES BISCUIT 250-300G,BEFORE,152,76.00,85,42.50,4,2.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222C - COOKIES BISCUIT 61-100G,2222F - HEALTHY COOKIES BISCUIT,BEFORE,152,76.00,58,29.00,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222D - COOKIES BISCUIT 110-200G,2222B - COOKIES BISCUIT 40-60G,BEFORE,137,68.50,142,71.00,4,2.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222D - COOKIES BISCUIT 110-200G,2222C - COOKIES BISCUIT 61-100G,BEFORE,137,68.50,152,76.00,11,5.50,1.09,1.09
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222D - COOKIES BISCUIT 110-200G,2222E - COOKIES BISCUIT 250-300G,BEFORE,137,68.50,85,42.50,7,3.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222D - COOKIES BISCUIT 110-200G,2222F - HEALTHY COOKIES BISCUIT,BEFORE,137,68.50,58,29.00,3,1.50,1.00,1.25
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222E - COOKIES BISCUIT 250-300G,2222B - COOKIES BISCUIT 40-60G,BEFORE,85,42.50,142,71.00,2,1.00,1.67,1.33
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222E - COOKIES BISCUIT 250-300G,2222C - COOKIES BISCUIT 61-100G,BEFORE,85,42.50,152,76.00,4,2.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222E - COOKIES BISCUIT 250-300G,2222D - COOKIES BISCUIT 110-200G,BEFORE,85,42.50,137,68.50,7,3.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222E - COOKIES BISCUIT 250-300G,2222F - HEALTHY COOKIES BISCUIT,BEFORE,85,42.50,58,29.00,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222F - HEALTHY COOKIES BISCUIT,2222B - COOKIES BISCUIT 40-60G,BEFORE,58,29.00,142,71.00,5,2.50,1.17,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222F - HEALTHY COOKIES BISCUIT,2222C - COOKIES BISCUIT 61-100G,BEFORE,58,29.00,152,76.00,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222F - HEALTHY COOKIES BISCUIT,2222D - COOKIES BISCUIT 110-200G,BEFORE,58,29.00,137,68.50,3,1.50,1.25,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,2222F - HEALTHY COOKIES BISCUIT,2222E - COOKIES BISCUIT 250-300G,BEFORE,58,29.00,85,42.50,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223A - CRACKER BISCUIT 10-30G,2223B - CRACKER BISCUIT 35-99G,BEFORE,17,8.50,123,61.50,3,1.50,2.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223A - CRACKER BISCUIT 10-30G,2223C - CRACKER BISCUIT 100-180G,BEFORE,17,8.50,139,69.50,1,0.50,2.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223A - CRACKER BISCUIT 10-30G,2223D - CRACKER BISCUIT 200-260G,BEFORE,17,8.50,128,64.00,1,0.50,3.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223B - CRACKER BISCUIT 35-99G,2223A - CRACKER BISCUIT 10-30G,BEFORE,123,61.50,17,8.50,3,1.50,1.00,2.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223B - CRACKER BISCUIT 35-99G,2223C - CRACKER BISCUIT 100-180G,BEFORE,123,61.50,139,69.50,15,7.50,1.13,1.06
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223B - CRACKER BISCUIT 35-99G,2223D - CRACKER BISCUIT 200-260G,BEFORE,123,61.50,128,64.00,4,2.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223B - CRACKER BISCUIT 35-99G,2223E - CRACKER BISCUIT 300-400G,BEFORE,123,61.50,16,8.00,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223C - CRACKER BISCUIT 100-180G,2223A - CRACKER BISCUIT 10-30G,BEFORE,139,69.50,17,8.50,1,0.50,1.00,2.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223C - CRACKER BISCUIT 100-180G,2223B - CRACKER BISCUIT 35-99G,BEFORE,139,69.50,123,61.50,15,7.50,1.06,1.13
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223C - CRACKER BISCUIT 100-180G,2223D - CRACKER BISCUIT 200-260G,BEFORE,139,69.50,128,64.00,9,4.50,1.23,1.08
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223C - CRACKER BISCUIT 100-180G,2223E - CRACKER BISCUIT 300-400G,BEFORE,139,69.50,16,8.00,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223D - CRACKER BISCUIT 200-260G,2223A - CRACKER BISCUIT 10-30G,BEFORE,128,64.00,17,8.50,1,0.50,1.00,3.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223D - CRACKER BISCUIT 200-260G,2223B - CRACKER BISCUIT 35-99G,BEFORE,128,64.00,123,61.50,4,2.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223D - CRACKER BISCUIT 200-260G,2223C - CRACKER BISCUIT 100-180G,BEFORE,128,64.00,139,69.50,9,4.50,1.08,1.23
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223D - CRACKER BISCUIT 200-260G,2223E - CRACKER BISCUIT 300-400G,BEFORE,128,64.00,16,8.00,4,2.00,2.50,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223E - CRACKER BISCUIT 300-400G,2223B - CRACKER BISCUIT 35-99G,BEFORE,16,8.00,123,61.50,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223E - CRACKER BISCUIT 300-400G,2223C - CRACKER BISCUIT 100-180G,BEFORE,16,8.00,139,69.50,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,2223E - CRACKER BISCUIT 300-400G,2223D - CRACKER BISCUIT 200-260G,BEFORE,16,8.00,128,64.00,4,2.00,1.00,2.50
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2224 - MARIE BISCUIT,2224B - MARIE BISCUIT 100-190G,2224C - MARIE BISCUIT 200-250G,BEFORE,138,69.00,20,10.00,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2224 - MARIE BISCUIT,2224C - MARIE BISCUIT 200-250G,2224B - MARIE BISCUIT 100-190G,BEFORE,20,10.00,138,69.00,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,2226A - SANDWICH BISCUIT 10-49G,2226C - SANDWICH BISCUIT 100-150G,BEFORE,8,4.00,221,110.50,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,2226A - SANDWICH BISCUIT 10-49G,2226D - SANDWICH BISCUIT 160-229G,BEFORE,8,4.00,80,40.00,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,2226B - SANDWICH BISCUIT 50-99G,2226C - SANDWICH BISCUIT 100-150G,BEFORE,86,43.00,221,110.50,7,3.50,1.00,1.14
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,2226B - SANDWICH BISCUIT 50-99G,2226D - SANDWICH BISCUIT 160-229G,BEFORE,86,43.00,80,40.00,5,2.50,1.00,1.14
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,2226C - SANDWICH BISCUIT 100-150G,2226A - SANDWICH BISCUIT 10-49G,BEFORE,221,110.50,8,4.00,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,2226C - SANDWICH BISCUIT 100-150G,2226B - SANDWICH BISCUIT 50-99G,BEFORE,221,110.50,86,43.00,7,3.50,1.14,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,2226C - SANDWICH BISCUIT 100-150G,2226D - SANDWICH BISCUIT 160-229G,BEFORE,221,110.50,80,40.00,10,5.00,1.25,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,2226C - SANDWICH BISCUIT 100-150G,2226E - SANDWICH BISCUIT 230-500G,BEFORE,221,110.50,13,6.50,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,2226D - SANDWICH BISCUIT 160-229G,2226A - SANDWICH BISCUIT 10-49G,BEFORE,80,40.00,8,4.00,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,2226D - SANDWICH BISCUIT 160-229G,2226B - SANDWICH BISCUIT 50-99G,BEFORE,80,40.00,86,43.00,5,2.50,1.14,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,2226D - SANDWICH BISCUIT 160-229G,2226C - SANDWICH BISCUIT 100-150G,BEFORE,80,40.00,221,110.50,10,5.00,1.00,1.25
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,2226E - SANDWICH BISCUIT 230-500G,2226C - SANDWICH BISCUIT 100-150G,BEFORE,13,6.50,221,110.50,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2227 - WAFER BISCUIT,2227A - WAFER BISCUIT PACK,2227D - WAFER BISCUIT 100-145G,BEFORE,22,11.00,274,137.00,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2227 - WAFER BISCUIT,2227C - WAFER BISCUIT 45-95G,2227D - WAFER BISCUIT 100-145G,BEFORE,26,13.00,274,137.00,3,1.50,1.33,1.33
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2227 - WAFER BISCUIT,2227D - WAFER BISCUIT 100-145G,2227A - WAFER BISCUIT PACK,BEFORE,274,137.00,22,11.00,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2227 - WAFER BISCUIT,2227D - WAFER BISCUIT 100-145G,2227C - WAFER BISCUIT 45-95G,BEFORE,274,137.00,26,13.00,3,1.50,1.33,1.33
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228B - STICK BISCUIT 18-35G,2228C - STICK BISCUIT 36-50G,BEFORE,93,46.50,196,98.00,14,7.00,1.04,1.21
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228B - STICK BISCUIT 18-35G,2228D - STICK BISCUIT 51-100G,BEFORE,93,46.50,53,26.50,1,0.50,1.00,2.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228B - STICK BISCUIT 18-35G,2228E - STICK BISCUIT 110-350G,BEFORE,93,46.50,25,12.50,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228B - STICK BISCUIT 18-35G,2228I - STICK BISCUIT CUP,BEFORE,93,46.50,52,26.00,3,1.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228C - STICK BISCUIT 36-50G,2228B - STICK BISCUIT 18-35G,BEFORE,196,98.00,93,46.50,14,7.00,1.21,1.04
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228C - STICK BISCUIT 36-50G,2228D - STICK BISCUIT 51-100G,BEFORE,196,98.00,53,26.50,2,1.00,1.50,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228C - STICK BISCUIT 36-50G,2228E - STICK BISCUIT 110-350G,BEFORE,196,98.00,25,12.50,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228C - STICK BISCUIT 36-50G,2228I - STICK BISCUIT CUP,BEFORE,196,98.00,52,26.00,8,4.00,1.22,1.44
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228D - STICK BISCUIT 51-100G,2228B - STICK BISCUIT 18-35G,BEFORE,53,26.50,93,46.50,1,0.50,2.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228D - STICK BISCUIT 51-100G,2228C - STICK BISCUIT 36-50G,BEFORE,53,26.50,196,98.00,2,1.00,1.00,1.50
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228D - STICK BISCUIT 51-100G,2228E - STICK BISCUIT 110-350G,BEFORE,53,26.50,25,12.50,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228D - STICK BISCUIT 51-100G,2228I - STICK BISCUIT CUP,BEFORE,53,26.50,52,26.00,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228E - STICK BISCUIT 110-350G,2228B - STICK BISCUIT 18-35G,BEFORE,25,12.50,93,46.50,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228E - STICK BISCUIT 110-350G,2228C - STICK BISCUIT 36-50G,BEFORE,25,12.50,196,98.00,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228E - STICK BISCUIT 110-350G,2228D - STICK BISCUIT 51-100G,BEFORE,25,12.50,53,26.50,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228I - STICK BISCUIT CUP,2228B - STICK BISCUIT 18-35G,BEFORE,52,26.00,93,46.50,3,1.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228I - STICK BISCUIT CUP,2228C - STICK BISCUIT 36-50G,BEFORE,52,26.00,196,98.00,8,4.00,1.44,1.22
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,2228I - STICK BISCUIT CUP,2228D - STICK BISCUIT 51-100G,BEFORE,52,26.00,53,26.50,1,0.50,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2323 - BAG CANDY,2323A - BAG CANDY,2323B - BAG CANDY GUMMY,BEFORE,92,46.00,60,30.00,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2323 - BAG CANDY,2323B - BAG CANDY GUMMY,2323A - BAG CANDY,BEFORE,60,30.00,92,46.00,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2331B - ENROBED CHOCOLATE 20-45G,2331C - ENROBED CHOCOLATE >50G,BEFORE,140,70.00,73,36.50,9,4.50,1.42,1.33
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2331B - ENROBED CHOCOLATE 20-45G,2331D - ENROBED CHOCOLATE PASTA,BEFORE,140,70.00,16,8.00,2,1.00,1.33,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2331C - ENROBED CHOCOLATE >50G,2331B - ENROBED CHOCOLATE 20-45G,BEFORE,73,36.50,140,70.00,9,4.50,1.33,1.42
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2331C - ENROBED CHOCOLATE >50G,2331D - ENROBED CHOCOLATE PASTA,BEFORE,73,36.50,16,8.00,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2331D - ENROBED CHOCOLATE PASTA,2331B - ENROBED CHOCOLATE 20-45G,BEFORE,16,8.00,140,70.00,2,1.00,1.00,1.33
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2331D - ENROBED CHOCOLATE PASTA,2331C - ENROBED CHOCOLATE >50G,BEFORE,16,8.00,73,36.50,2,1.00,1.00,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,2333A - DRAGEES CHOCOLATE 10-29G,2333B - DRAGEES CHOCOLATE 30-49G,BEFORE,66,33.00,70,35.00,3,1.50,1.67,1.00
TE50,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,2333B - DRAGEES CHOCOLATE 30-49G,2333A - DRAGEES CHOCOLATE 10-29G,BEFORE,70,35.00,66,33.00,3,1.50,1.00,1.67
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1313 - CHOCO RICE,1313A - CHOCO RICE 90G,1313B - CHOCO RICE 225G,BEFORE,153,76.50,20,10.00,1,0.50,1.00,2.00
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1313 - CHOCO RICE,1313B - CHOCO RICE 225G,1313A - CHOCO RICE 90G,BEFORE,20,10.00,153,76.50,1,0.50,2.00,1.00
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1314A - CHEESE SLICE,1314B - CHEESE BLOCK,AFTER,42,14.00,168,56.00,4,1.33,1.25,1.00
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1314A - CHEESE SLICE,1314B - CHEESE BLOCK,BEFORE,102,51.00,209,104.50,10,5.00,1.00,1.00
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1314A - CHEESE SLICE,1314C - CHEESE SPREAD,BEFORE,102,51.00,74,37.00,6,3.00,1.14,1.00
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1314B - CHEESE BLOCK,1314A - CHEESE SLICE,AFTER,168,56.00,42,14.00,4,1.33,1.00,1.25
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1314B - CHEESE BLOCK,1314A - CHEESE SLICE,BEFORE,209,104.50,102,51.00,10,5.00,1.00,1.00
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1314B - CHEESE BLOCK,1314C - CHEESE SPREAD,AFTER,168,56.00,39,13.00,3,1.00,1.00,1.00
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1314B - CHEESE BLOCK,1314C - CHEESE SPREAD,BEFORE,209,104.50,74,37.00,10,5.00,1.17,1.00
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1314C - CHEESE SPREAD,1314A - CHEESE SLICE,BEFORE,74,37.00,102,51.00,6,3.00,1.00,1.14
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1314C - CHEESE SPREAD,1314B - CHEESE BLOCK,AFTER,39,13.00,168,56.00,3,1.00,1.00,1.00
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1314C - CHEESE SPREAD,1314B - CHEESE BLOCK,BEFORE,74,37.00,209,104.50,10,5.00,1.00,1.17
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,6611A - WHITE BREAD,6611B - SWEET BREAD,AFTER,743,247.67,163,54.33,10,3.33,1.00,1.20
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,6611A - WHITE BREAD,6611B - SWEET BREAD,BEFORE,874,437.00,193,96.50,21,10.50,1.00,1.33
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,6611A - WHITE BREAD,6611C - SANDWICH BREAD,AFTER,743,247.67,181,60.33,12,4.00,1.00,1.50
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,6611A - WHITE BREAD,6611C - SANDWICH BREAD,BEFORE,874,437.00,97,48.50,9,4.50,1.00,1.22
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,6611A - WHITE BREAD,6611D - PULL APART BREAD,AFTER,743,247.67,303,101.00,16,5.33,1.06,1.06
TE50,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,6611A - WHITE BREAD,6611D - PULL APART BREAD,BEFORE,874,437.00,338,169.00,32,16.00,1.09,1.03
